ts,uid,sa,sp,da,dp,pr,stos,td,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,pkt,byt,resp_pkts,resp_ip_bytes,tunnel_parents,label,detailed-label,te,teDelta,teT,teS
1540508404.630657,CHGs5T3aTn6UPuTlrc,192.168.1.132,52600,216.239.35.8,123,udp,-,0.016987,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 23:00:04.630657024,138.2099928855896,23,82804
1540508524.789975,C5W5gO2xRPGto6EX31,192.168.1.132,45544,192.168.1.1,53,udp,dns,0.132166,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-25 23:02:04.789975040,120.15931797027588,23,82924
1540508524.922627,CTfK8118moAfx2Ziul,192.168.1.132,55030,192.168.1.1,53,udp,dns,0.007998,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-25 23:02:04.922627072,0.13265204429626465,23,82924
1540508524.931122,C5mIg23XNIiyCvNQVl,192.168.1.132,60645,52.215.95.120,80,tcp,http,0.088698,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-,benign,-,2018-10-25 23:02:04.931122176,0.008495092391967773,23,82924
1540508525.020822,CvqL4j49km1ot7PGC5,192.168.1.132,54122,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-25 23:02:05.020822016,0.08969998359680176,23,82925
1540508525.021819,CQdWTe4lag8Y5AYrZg,192.168.1.132,51430,192.168.1.1,53,udp,dns,0.000750,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-25 23:02:05.021819136,0.0009970664978027344,23,82925
1540508525.023069,CyrIq30SFEsG9d2jj,192.168.1.132,57049,52.209.221.67,80,tcp,http,0.113184,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-25 23:02:05.023068928,0.0012497901916503906,23,82925
1540508538.756742,Ctlyu61dnmvmg4UIRb,192.168.1.132,34704,192.168.1.1,53,udp,dns,0.054950,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 23:02:18.756741888,13.733673095703125,23,82938
1540508538.812188,CvRBv92hKVDNFP6FU3,192.168.1.132,56655,2.16.60.139,443,tcp,-,0.011745,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 23:02:18.812187904,0.05544590950012207,23,82938
1540508810.747558,CpPoO33vnTHugF8Uzg,192.168.1.132,35755,216.239.35.4,123,udp,-,0.116676,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 23:06:50.747558144,271.9353702068329,23,83210
1540509210.96016,CdQzwLNCbaPFoO32f,192.168.1.132,47364,216.239.35.12,123,udp,-,0.269354,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-25 23:13:30.960160000,400.2126019001007,23,83610
1540509438.819134,CvagEl1SuGRIBFfHS6,192.168.1.132,50691,192.168.1.1,53,udp,dns,0.051709,34,281,SF,-,-,0,Dd,1,62,1,309,-,benign,-,2018-10-25 23:17:18.819133952,227.85897397994995,23,83838
1540509438.871339,CMII4j3n5MlqItut73,192.168.1.132,56656,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 23:17:18.871339008,0.05220508575439453,23,83838
1540510338.879057,CoJZUF1toE2n4CX0Ek,192.168.1.132,47021,192.168.1.1,53,udp,dns,0.201640,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 23:32:18.879056896,900.0077178478241,23,84738
1540510339.081178,CTQAP3219nGxRTjF59,192.168.1.132,53650,2.16.60.82,443,tcp,-,0.011510,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-25 23:32:19.081177856,0.20212101936340332,23,84739
1540511239.087956,Cx4uEB4T7eVk1wAy69,192.168.1.132,39168,192.168.1.1,53,udp,dns,0.049719,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-25 23:47:19.087955968,900.0067780017853,23,85639
1540511239.13792,CucjdBf0HtCabLUTh,192.168.1.132,56658,2.16.60.139,443,tcp,-,0.011742,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-25 23:47:19.137920000,0.049963951110839844,23,85639
1540512124.791464,C0DTvA2PxYUPAuTa7d,192.168.1.132,55939,192.168.1.1,53,udp,dns,0.200629,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-26 00:02:04.791464192,885.6535441875458,0,124
1540512124.992842,CL5E7OkUXLiTD9al6,192.168.1.132,54662,192.168.1.1,53,udp,dns,0.007748,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-26 00:02:04.992841984,0.20137786865234375,0,124
1540512125.001086,CPC6fV3iUxLyABUFUi,192.168.1.132,57054,52.209.221.67,80,tcp,http,0.088198,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-,2018-10-26 00:02:05.001085952,0.008244037628173828,0,125
1540512125.090285,CKc0Oi2ecVfuMuILm2,192.168.1.132,57452,192.168.1.1,53,udp,dns,0.000500,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-26 00:02:05.090285056,0.08919906616210938,0,125
1540512125.091534,CL23EKvqtOCPotlY,192.168.1.132,43735,192.168.1.1,53,udp,dns,0.000501,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-26 00:02:05.091533824,0.0012488365173339844,0,125
1540512125.092534,C6kNSd4e8JSs6NKBN9,192.168.1.132,60652,52.215.95.120,80,tcp,http,0.111434,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-26 00:02:05.092534016,0.0010001659393310547,0,125
1540512127.167618,CY1rT44jIZmsn7ucke,192.168.1.132,36769,192.168.1.1,53,udp,dns,0.130914,41,124,SF,-,-,0,Dd,1,69,1,152,-,benign,-,2018-10-26 00:02:07.167618048,2.0750839710235596,0,127
1540512127.299028,CZWSWi9nxd3GZds4i,192.168.1.132,60836,130.211.67.12,80,tcp,http,0.224122,1595,177,SF,-,-,0,ShADadfF,7,1887,7,469,-,benign,-,2018-10-26 00:02:07.299027968,0.1314098834991455,0,127
1540512139.147043,Cs8BwU3qarzjrYQn2d,192.168.1.132,35268,192.168.1.1,53,udp,dns,0.048223,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 00:02:19.147043072,11.848015069961548,0,139
1540512139.195757,CDNSl01RsJnS5bOPc3,192.168.1.132,53655,2.16.60.82,443,tcp,-,0.011495,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 00:02:19.195756800,0.04871392250061035,0,139
1540512550.333642,CQc2Z2DjpezYoolJl,192.168.1.132,41909,216.239.35.0,123,udp,-,0.109684,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 00:09:10.333641984,411.13788509368896,0,550
1540512609.502185,CFm1Y828IVEMgmy25c,192.168.1.132,58364,216.239.35.8,123,udp,-,0.016739,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 00:10:09.502185216,59.168543100357056,0,609
1540512955.615507,C2uQMR1CUbAofPoYQ6,192.168.1.132,34286,216.239.35.4,123,udp,-,0.114436,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 00:15:55.615506944,346.11332178115845,0,955
1540513039.203388,Cgi7FZ2j8iEXSfyL8g,192.168.1.132,43517,192.168.1.1,53,udp,dns,0.052213,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-26 00:17:19.203387904,83.58788108825684,0,1039
1540513039.256097,CVULm537oXUvXxiq19,192.168.1.132,56663,2.16.60.139,443,tcp,-,0.011243,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 00:17:19.256097024,0.052709102630615234,0,1039
1540513561.830757,CqKACi1Jp3ZVSp8xr2,192.168.1.132,56890,216.239.35.12,123,udp,-,0.272081,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 00:26:01.830756864,522.5746598243713,0,1561
1540513939.261554,CHn6DM2wyXbIMlM4Ig,192.168.1.132,52749,192.168.1.1,53,udp,dns,0.046466,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 00:32:19.261553920,377.43079710006714,0,1939
1540513939.308267,CGkFIc4WyTKH5KyFs5,192.168.1.132,56664,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 00:32:19.308267008,0.04671311378479004,0,1939
1540514622.891375,CI1qp71cDmd0ZuaD4j,192.168.1.132,47284,192.168.1.1,53,udp,dns,0.000479,41,57,SF,-,-,0,Dd,1,69,1,85,-,benign,-,2018-10-26 00:43:42.891375104,683.5831079483032,0,2622
1540514622.892352,CsTyo528ZzJOdbD15k,192.168.1.132,60840,130.211.67.12,80,tcp,http,0.241862,9995,177,SF,-,-,0,ShADadfF,12,10487,12,669,-,benign,-,2018-10-26 00:43:42.892352000,0.0009770393371582031,0,2622
1540514839.31464,Cp9RbK3stbvmMmcaN2,192.168.1.132,39877,192.168.1.1,53,udp,dns,0.048468,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-26 00:47:19.314640128,216.422287940979,0,2839
1540514839.363353,Cx3BL4tL9nrA4xZx,192.168.1.132,53659,2.16.60.82,443,tcp,-,0.011743,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 00:47:19.363353088,0.048712968826293945,0,2839
1540515724.788672,CqUDIf2b9QSOs3S36e,192.168.1.132,46467,192.168.1.1,53,udp,dns,0.054699,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-26 01:02:04.788672000,885.4253189563751,1,3724
1540515724.843866,Crz6nd30dvbokQi63f,192.168.1.132,49998,192.168.1.1,53,udp,dns,0.004000,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-26 01:02:04.843866112,0.05519413948059082,1,3724
1540515724.848363,C5n2tP3bULpFkNfEH3,192.168.1.132,57062,52.209.221.67,80,tcp,http,0.093695,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-,2018-10-26 01:02:04.848363008,0.00449681282043457,1,3724
1540515724.94306,CggUEofeedV8SxZ2j,192.168.1.132,41869,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-26 01:02:04.943059968,0.0946969985961914,1,3724
1540515724.944058,CVJ4nY3Slo8XwgiPFa,192.168.1.132,38817,192.168.1.1,53,udp,dns,0.000502,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-26 01:02:04.944057856,0.0009980201721191406,1,3724
1540515724.945057,CtAgbP8GhitppIqfd,192.168.1.132,60660,52.215.95.120,80,tcp,http,0.112435,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1043,-,benign,-,2018-10-26 01:02:04.945057024,0.0009989738464355469,1,3724
1540515739.368825,CuEBlB2uLDkJ7FQ7Ic,192.168.1.132,35128,192.168.1.1,53,udp,dns,0.114935,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-26 01:02:19.368824832,14.423768043518066,1,3739
1540515739.484238,CMA5m94kTyKtcRcEoj,192.168.1.132,53662,2.16.60.82,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 01:02:19.484237824,0.11541295051574707,1,3739
1540516639.490416,CWBH7o4CvGq5S9jm3f,192.168.1.132,32812,192.168.1.1,53,udp,dns,0.145668,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 01:17:19.490416128,900.0061781406403,1,4639
1540516639.636561,CTjJCp1twF2tOigPNh,192.168.1.132,56670,2.16.60.139,443,tcp,-,0.011742,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 01:17:19.636560896,0.14614486694335938,1,4639
1540516854.198046,CrgNab4jC6S7ygUmx1,192.168.1.132,51087,216.239.35.8,123,udp,-,0.017238,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 01:20:54.198045952,214.56148505210876,1,4854
1540516894.25568,CTXyvI252h7Q990Azi,192.168.1.132,60296,216.239.35.0,123,udp,-,0.109682,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 01:21:34.255680000,40.057634115219116,1,4894
1540517160.465462,CewQ6QyUOyaIlHvUg,192.168.1.132,35370,216.239.35.4,123,udp,-,0.113933,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 01:26:00.465462016,266.2097818851471,1,5160
1540517539.643701,Cv6egkNELJwFxPWCe,192.168.1.132,35145,192.168.1.1,53,udp,dns,0.047963,34,311,SF,-,-,0,Dd,1,62,1,339,-,benign,-,2018-10-26 01:32:19.643700992,379.17823910713196,1,5539
1540517539.692153,CpTCZf3Hwpwflj0Bo5,192.168.1.132,56671,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 01:32:19.692153088,0.048451900482177734,1,5539
1540517691.682822,CYdrFo1z6ifUjrMadh,192.168.1.132,40144,216.239.35.12,123,udp,-,0.269841,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 01:34:51.682821888,151.9906690120697,1,5691
1540518439.701726,CUJ9T915hMDar3Iayh,192.168.1.132,60611,192.168.1.1,53,udp,dns,0.108678,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 01:47:19.701725952,748.0189039707184,1,6439
1540518439.8109,CYHdME1HqX2lPDWb31,192.168.1.132,58542,2.21.172.138,443,tcp,-,0.012992,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 01:47:19.810899968,0.10917401313781738,1,6439
1540519324.791648,CtY0ZJ21c49XqbYg36,192.168.1.132,38980,192.168.1.1,53,udp,dns,0.115680,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-26 02:02:04.791648000,884.9807479381561,2,7324
1540519324.908075,Co0xcV3SYfelefkUo2,192.168.1.132,33729,192.168.1.1,53,udp,dns,0.004249,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-26 02:02:04.908075008,0.11642718315124512,2,7324
1540519324.912822,C8HO1Whj0ObSEwagl,192.168.1.132,60665,52.215.95.120,80,tcp,http,0.092946,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-,benign,-,2018-10-26 02:02:04.912822016,0.004746913909912109,2,7324
1540519325.007018,Cla0qN30VOOhuUZKcf,192.168.1.132,50609,192.168.1.1,53,udp,dns,0.000500,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-26 02:02:05.007017984,0.09419608116149902,2,7325
1540519325.008017,CJ8usB3rJe3RW61YH,192.168.1.132,34137,192.168.1.1,53,udp,dns,0.000502,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-26 02:02:05.008017152,0.0009989738464355469,2,7325
1540519325.009016,C8k0ZJ3nN2F72zMFkk,192.168.1.132,57069,52.209.221.67,80,tcp,http,0.117683,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-26 02:02:05.009016064,0.0009989738464355469,2,7325
1540519339.819843,CAsfrbcohbMpNNeNg,192.168.1.132,46841,192.168.1.1,53,udp,dns,0.057713,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 02:02:19.819843072,14.810827016830444,2,7339
1540519339.878053,CxOa6847RJlDHPEL21,192.168.1.132,53668,2.16.60.82,443,tcp,-,0.011744,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 02:02:19.878052864,0.058209896087646484,2,7339
1540520239.884582,CYazVamSUTGCJKRBg,192.168.1.132,37601,192.168.1.1,53,udp,dns,0.126168,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 02:17:19.884582144,900.0065290927887,2,8239
1540520240.011247,CsLp3y17gQz4lgLsyh,192.168.1.132,53669,2.16.60.82,443,tcp,-,0.011743,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 02:17:20.011246848,0.1266648769378662,2,8240
1540521060.055873,CsyJUo38C3C0oyVDHi,192.168.1.132,45407,216.239.35.8,123,udp,-,0.017221,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 02:31:00.055873024,820.0446259975433,2,9060
1540521140.018046,C6dQqD3ub35A17kte7,192.168.1.132,60056,192.168.1.1,53,udp,dns,0.044467,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 02:32:20.018045952,79.9621729850769,2,9140
1540521140.063011,CQ490Y13C5LIUSsv5b,192.168.1.132,56677,2.16.60.139,443,tcp,-,0.011493,0,0,SF,-,-,0,ShAFf,4,172,2,92,-,benign,-,2018-10-26 02:32:20.063010816,0.04496502876281738,2,9140
1540521156.170093,Cb745L10X52bbQmzEk,192.168.1.132,60966,216.239.35.0,123,udp,-,0.111429,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 02:32:36.170093056,16.10708212852478,2,9156
1540521418.381455,CE9yvm2XhsHXKGXqVk,192.168.1.132,56544,216.239.35.4,123,udp,-,0.116180,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 02:36:58.381454848,262.2113618850708,2,9418
1540522009.597792,CMNJ2y7ZCPvdQXMp4,192.168.1.132,55745,216.239.35.12,123,udp,-,0.270092,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 02:46:49.597792000,591.2163369655609,2,10009
1540522040.070662,CAes5CPmtXEahpJ63,192.168.1.132,42913,192.168.1.1,53,udp,dns,0.051964,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 02:47:20.070662144,30.472870111465454,2,10040
1540522040.123123,C0p9SH1Ypj2Li00ch1,192.168.1.132,56678,2.16.60.139,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 02:47:20.123122944,0.05246090888977051,2,10040
1540522924.791044,CmH8Jx22E27bJRQZX8,192.168.1.132,37003,192.168.1.1,53,udp,dns,0.056699,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-26 03:02:04.791044096,884.6679210662842,3,10924
1540522924.848239,Cu5sdC3zirq7VRrm7f,192.168.1.132,36088,192.168.1.1,53,udp,dns,0.009247,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-26 03:02:04.848238848,0.05719494819641113,3,10924
1540522924.857984,C4bjac2nU578UQgUE3,192.168.1.132,60671,52.215.95.120,80,tcp,http,0.088947,1847,1539,SF,-,-,1539,ShADacfgF,7,2139,5,204,-,benign,-,2018-10-26 03:02:04.857984000,0.009745121002197266,3,10924
1540522924.947934,CEJoxH3YHDX6tGKDRd,192.168.1.132,58584,192.168.1.1,53,udp,dns,0.000498,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-26 03:02:04.947933952,0.0899498462677002,3,10924
1540522924.948932,CCW3831vLWWHnpR768,192.168.1.132,55930,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-26 03:02:04.948931840,0.0009980201721191406,3,10924
1540522924.949931,CMyMnc3hMHuSndyf7l,192.168.1.132,57075,52.209.221.67,80,tcp,http,0.118432,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1043,-,benign,-,2018-10-26 03:02:04.949931008,0.0009989738464355469,3,10924
1540522940.130301,CfsVBw4Ck8w5UNxUBk,192.168.1.132,34698,192.168.1.1,53,udp,dns,0.056469,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 03:02:20.130300928,15.180370092391968,3,10940
1540522940.187248,CSrevYRCgCuOIGzh8,192.168.1.132,53674,2.16.60.82,443,tcp,-,0.011491,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 03:02:20.187247872,0.05694699287414551,3,10940
1540523840.194421,CdYm3Z1mg8aMUUU5z8,192.168.1.132,40766,192.168.1.1,53,udp,dns,0.056699,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 03:17:20.194420992,900.0071730613708,3,11840
1540523840.251867,CbeaqN34EdECULHYvg,192.168.1.132,53675,2.16.60.82,443,tcp,-,0.011493,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 03:17:20.251867136,0.05744600296020508,3,11840
1540524740.258791,CVEJjn3OR25qrS97il,192.168.1.132,37842,192.168.1.1,53,udp,dns,0.107187,34,281,SF,-,-,0,Dd,1,62,1,309,-,benign,-,2018-10-26 03:32:20.258790912,900.0069239139557,3,12740
1540524740.366458,CrFCOL33cceOlEy8Wd,192.168.1.132,56683,2.16.60.139,443,tcp,-,0.011496,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,benign,-,2018-10-26 03:32:20.366457856,0.1076669692993164,3,12740
1540525380.966072,Crj3ow4W4UtaUW9621,192.168.1.132,36851,216.239.35.8,123,udp,-,0.017227,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 03:43:00.966072064,640.5996141433716,3,13380
1540525447.047395,CdLMQG37n8g6yYCSQ4,192.168.1.132,33306,216.239.35.0,123,udp,-,0.109935,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 03:44:07.047395072,66.08132290840149,3,13447
1540525640.373213,Cy6rU91faFHEnt94pg,192.168.1.132,51838,192.168.1.1,53,udp,dns,0.074453,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 03:47:20.373212928,193.3258180618286,3,13640
1540525640.448162,CDN4VG2nq49dSD5s3f,192.168.1.132,53677,2.16.60.82,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 03:47:20.448162048,0.07494902610778809,3,13640
1540525669.25801,CpMny5x7i1Fqbe71e,192.168.1.132,55343,216.239.35.4,123,udp,-,0.114181,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 03:47:49.258009856,28.809847831726074,3,13669
1540526323.472635,Ci4WCu1KQVcxoAU1S6,192.168.1.132,35357,216.239.35.12,123,udp,-,0.270090,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 03:58:43.472635136,654.214625120163,3,14323
1540526524.791389,Cb77Lu1IMTUzJhVPek,192.168.1.132,59474,192.168.1.1,53,udp,dns,0.060457,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-26 04:02:04.791388928,201.3187539577484,4,14524
1540526524.852343,CyqM8Z1PcKeVv3949c,192.168.1.132,60977,192.168.1.1,53,udp,dns,0.004750,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-26 04:02:04.852343040,0.06095409393310547,4,14524
1540526524.857591,CAXOio3MteEfxUuDGa,192.168.1.132,60677,52.215.95.120,80,tcp,http,0.093695,1847,1539,SF,-,-,1539,ShADacfgF,7,2139,5,204,-,benign,-,2018-10-26 04:02:04.857591040,0.005247831344604492,4,14524
1540526524.952286,Cfj0VI1pnrwsl5jwF8,192.168.1.132,41153,192.168.1.1,53,udp,dns,0.000501,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-26 04:02:04.952285952,0.0946950912475586,4,14524
1540526524.953536,ChQTYv2z6zz9k53zu4,192.168.1.132,47857,192.168.1.1,53,udp,dns,0.000499,37,132,SF,-,-,0,Dd,1,65,1,160,-,benign,-,2018-10-26 04:02:04.953536000,0.0012500286102294922,4,14524
1540526524.954534,C0nEp2xkOzTKITJmb,192.168.1.132,57081,52.209.221.67,80,tcp,http,0.121431,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-,benign,-,2018-10-26 04:02:04.954534144,0.0009980201721191406,4,14524
1540526540.455457,CIMhWC2ovTelOJ0DD5,192.168.1.132,56080,192.168.1.1,53,udp,dns,0.058712,34,281,SF,-,-,0,Dd,1,62,1,309,-,benign,-,2018-10-26 04:02:20.455457024,15.500922918319702,4,14540
1540526540.514416,CHFURY2s6rJMEF0ql7,192.168.1.132,56687,2.16.60.139,443,tcp,-,0.011498,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-,benign,-,2018-10-26 04:02:20.514415872,0.058959007263183594,4,14540
1540527440.521436,C4Da8J2LrNHnKx6ss,192.168.1.132,39476,192.168.1.1,53,udp,dns,0.112178,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 04:17:20.521435904,900.0070199966431,4,15440
1540527440.634112,CY5qO32G3ikGmHo9D5,192.168.1.132,53681,2.16.60.82,443,tcp,-,0.011492,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 04:17:20.634112000,0.11267590522766113,4,15440
1540528340.641354,CLeGtA3IffqwQ61MKi,192.168.1.132,51743,192.168.1.1,53,udp,dns,0.056214,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 04:32:20.641353984,900.0072422027588,4,16340
1540528340.698063,C6EbcG3N1bFHpkbY09,192.168.1.132,56689,2.16.60.139,443,tcp,-,0.011251,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 04:32:20.698062848,0.05670881271362305,4,16340
1540529240.705325,CJE4Q4InfJAznK9sh,192.168.1.132,46770,192.168.1.1,53,udp,dns,0.068203,34,297,SF,-,-,0,Dd,1,62,1,325,-,benign,-,2018-10-26 04:47:20.705324800,900.0072619915009,4,17240
1540529240.790016,CPrWLc4yQHoEulu4b4,192.168.1.132,56690,2.16.60.139,443,tcp,-,0.011495,0,0,SF,-,-,0,ShAFf,5,212,3,144,-,benign,-,2018-10-26 04:47:20.790016000,0.08469104766845703,4,17240
1540529486.842023,CJXRdr4KEMi05oWVq6,192.168.1.132,53042,216.239.35.8,123,udp,-,0.016985,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 04:51:26.842022912,246.05200695991516,4,17486
1540529746.951552,Cgnkv01sBQuIujIKSh,192.168.1.132,40121,216.239.35.0,123,udp,-,0.109428,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 04:55:46.951552000,260.1095290184021,4,17746
1540529993.160383,Ci2bJ12hYm2yRQdvWe,192.168.1.132,36227,216.239.35.4,123,udp,-,0.114177,48,48,SF,-,-,0,Dd,1,76,1,76,-,benign,-,2018-10-26 04:59:53.160382976,246.20883107185364,4,17993
1540530124.789521,CwsTRGPuhPEIPUY73,192.168.1.132,35128,192.168.1.1,53,udp,dns,0.061951,37,179,SF,-,-,0,Dd,1,65,1,207,-,benign,-,2018-10-26 05:02:04.789520896,131.6291379928589,5,18124
1540530124.851966,CLAo9p3HsQB8mCGqd9,192.168.1.132,33836,192.168.1.1,53,udp,dns,0.007996,37,442,SF,-,-,0,Dd,1,65,1,470,-,benign,-,2018-10-26 05:02:04.851965952,0.06244492530822754,5,18124
1540530124.860461,CaSu6e3GvqIXmlQKZ5,192.168.1.132,57086,52.209.221.67,80,tcp,http,0.092945,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-,benign,-,2018-10-26 05:02:04.860461056,0.008495092391967773,5,18124
1540530124.954408,CW2E2O3mvYhvC74bFb,192.168.1.132,54091,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-,benign,-,2018-10-26 05:02:04.954407936,0.09394693374633789,5,18124
